gene_id,Pact19_S118_R1.gtf,Pact20_S119_R1.gtf,Pact21_S120_R1.gtf,Pact29_S121_R1.gtf,Pact30_S122_R1.gtf,Pact31_S123_R1.gtf,Pact39_S124_R1.gtf,Pact40_S125_R1.gtf,Pact41_S126_R1.gtf,Pact49_S127_R1.gtf,Pact50_S128_R1.gtf,Pact51_S129_R1.gtf,Pact59_S130_R1.gtf,Pact60_S131_R1.gtf,Pact66_S132_R1.gtf,Pact67_S133_R1.gtf,Pact68_S134_R1.gtf,Pact69_S135_R1.gtf
Pocillopora_acuta_HIv1_PredGene_g33077.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8170.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17137.t1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g6704.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11963.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22520.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15695.t1,0,0,0,0,0,0,0,0,0,0,0,9,4,0,8,6,0,6
Pocillopora_acuta_HIv1_PredGene_g24181.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17135.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14349.t1,0,0,0,0,14,0,0,17,11,20,19,10,0,0,0,7,11,5
Pocillopora_acuta_HIv1_PredGene_g21878.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_9123_t,0,0,6,0,3,0,0,0,6,0,4,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21804.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21804.t1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_27646_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10224.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15697.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22390.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_31407_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8172.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32868.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.9660,19,14,17,36,23,40,20,12,22,16,19,30,15,16,35,30,26,39
STRG.9661,89,59,74,81,62,61,82,79,53,92,63,36,69,43,31,44,43,25
STRG.9662,32,32,23,24,28,29,32,14,25,23,29,10,21,27,21,19,19,0
STRG.9663,10,0,0,0,14,0,10,10,11,9,9,10,0,0,14,13,0,0
STRG.9664,14,0,14,0,5,0,0,7,12,0,11,0,5,0,9,4,3,3
STRG.9665,25,13,36,13,30,11,19,18,17,16,12,7,0,22,0,14,6,9
STRG.9666,93,93,96,108,80,92,68,81,88,93,67,63,119,97,45,61,108,64
STRG.9667,19,0,7,13,8,12,0,0,0,6,10,9,0,14,0,17,16,0
STRG.9668,28,11,16,17,27,24,0,15,24,22,23,18,0,20,16,17,0,12
STRG.9669,38,31,32,36,35,30,37,25,33,19,16,18,49,26,25,20,32,18
Pocillopora_acuta_HIv1_PredGene_g116.t1,0,6,14,9,0,0,4,5,0,0,6,0,12,0,7,5,0,8
STRG.6904,5,4,4,4,5,5,0,0,0,0,4,0,8,0,0,3,4,0
STRG.6905,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.6906,98,78,62,72,57,94,68,54,80,54,37,44,70,72,92,98,102,96
STRG.6907,22,23,17,22,26,28,18,14,18,21,17,16,34,26,28,24,18,23
STRG.6900,67,45,41,57,52,77,38,38,47,56,38,34,43,28,28,42,30,14
STRG.6901,409,175,393,254,402,279,343,312,328,323,336,266,253,191,168,202,225,119
STRG.6902,20,2,7,2,21,7,24,15,11,14,11,20,4,8,13,11,10,7
STRG.6903,61,65,66,81,76,65,57,40,45,65,59,43,77,42,66,45,77,44
Pocillopora_acuta_HIv1_PredGene_g4530.t1,0,0,0,0,5,0,9,0,12,0,0,0,12,0,0,0,0,0
STRG.6908,16,12,22,21,15,9,22,9,23,20,13,25,17,21,16,10,22,0
STRG.6909,18,8,11,0,9,6,0,11,8,10,0,8,9,0,12,14,11,7
Pocillopora_acuta_HIv1_PredGene_g23939.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_7419_t,0,10,0,17,0,0,10,0,14,23,0,0,28,17,0,0,0,0
STRG.5271,18,9,10,16,0,19,15,13,13,10,12,10,15,10,4,0,12,14
Pocillopora_acuta_HIv1_PredGene_g15728.t2,0,0,8,0,7,11,0,0,6,9,0,0,0,0,0,0,6,0
Pocillopora_acuta_HIv1_PredGene_g25051.t1,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14285.t1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_31878_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13007.t1,0,0,7,3,0,0,0,0,10,0,0,5,3,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3289.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11923.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3998,2,1,0,0,3,0,0,4,0,0,0,3,2,0,0,0,0,0
STRG.3999,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,3,1
Pocillopora_acuta_HIv1_PredGene_g2627.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32184.t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
STRG.3995,1,0,0,0,1,2,1,2,2,1,1,0,2,2,0,1,2,0
STRG.3996,2,1,7,3,4,2,2,3,3,2,2,2,3,0,0,0,0,1
STRG.3997,1,0,2,0,1,1,1,2,1,0,1,1,1,1,1,0,0,1
STRG.3990,7,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0
STRG.3991,21,0,0,24,25,0,15,0,15,10,18,9,22,0,0,17,0,6
STRG.3992,14,11,13,11,11,15,9,15,7,8,7,15,13,8,12,9,9,7
STRG.3993,50,13,24,14,41,29,32,18,27,45,50,33,33,36,23,29,33,20
Pocillopora_acuta_HIv1_PredGene_g4709.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33132.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12704.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21458.t1,0,0,0,0,3,0,5,0,0,0,4,7,0,0,0,0,4,0
STRG.666,26,17,28,16,22,24,22,23,19,26,21,31,34,15,27,21,15,16
STRG.667,16,0,6,19,9,18,0,15,10,11,0,7,16,7,0,10,11,5
STRG.664,7,0,8,0,0,18,7,6,13,7,11,15,12,9,8,9,16,17
STRG.665,2,2,2,2,0,1,0,1,0,0,0,0,1,1,0,0,1,2
STRG.662,6,10,0,6,6,13,9,0,10,11,0,7,8,9,0,7,7,12
STRG.663,3,7,9,11,8,10,5,6,10,9,7,5,10,11,13,16,11,10
STRG.660,284,149,204,226,228,214,183,213,193,183,179,146,220,170,140,129,168,152
STRG.661,4,11,0,3,0,10,2,2,2,4,2,6,10,3,5,6,4,10
STRG.668,5,0,7,0,5,0,0,0,0,10,5,0,6,0,0,0,6,0
STRG.669,28,12,26,12,25,17,15,6,8,15,0,0,10,8,7,9,0,3
Pocillopora_acuta_HIv1_PredGene_g3740.t1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13952.t1,0,1,0,0,2,0,0,1,2,0,0,1,2,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23494.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.4410,97,35,62,59,63,56,81,75,71,68,77,65,61,59,61,81,64,54
STRG.4411,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0
STRG.4412,6,6,7,5,8,7,4,7,8,13,7,10,5,6,0,0,12,3
STRG.4413,13,5,14,7,11,9,14,14,6,5,10,9,3,3,9,6,2,10
STRG.4414,30,18,36,26,22,12,39,25,49,33,33,21,26,28,33,19,22,0
STRG.4415,1,0,0,1,0,3,3,0,2,3,1,0,4,0,2,0,4,0
STRG.4416,3,2,3,1,2,2,1,4,0,4,0,2,1,1,0,0,0,2
Pocillopora_acuta_HIv1_PredGene_g22046.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.4418,28,31,33,22,37,36,26,23,20,23,25,21,0,16,21,21,26,0
STRG.4419,9,2,8,0,8,8,9,7,7,10,3,10,2,0,8,6,2,2
Pocillopora_acuta_HIv1_PredGene_g12118.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24264.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24264.t1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1001.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10299.t2,0,0,0,0,0,0,0,7,0,0,0,0,11,6,0,0,12,0
Pocillopora_acuta_HIv1_PredGene_7065_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13005.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5793.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33523.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29830.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17842.t1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_15516_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14331.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5003.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g372.t1,0,0,0,0,0,0,0,2,3,0,0,0,8,0,5,0,6,0
Pocillopora_acuta_HIv1_PredGene_g29219.t1,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9367.t1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4916.t1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32408.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_17702_t,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19294.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30390.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33521.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.11169,4,0,4,7,4,4,0,10,7,10,0,0,3,4,6,6,4,2
STRG.11168,15,5,10,8,3,7,10,5,4,12,11,15,21,23,11,9,17,22
STRG.11165,11,0,12,16,0,0,0,8,13,0,0,0,0,0,0,9,12,0
STRG.11164,40,13,30,20,34,23,24,28,39,33,33,18,16,20,25,19,25,8
STRG.11167,1,5,0,3,0,0,2,0,1,1,0,1,4,4,2,1,2,5
STRG.11166,1,2,2,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0
STRG.11161,48,38,37,27,36,58,24,31,18,20,22,15,41,32,38,27,36,18
STRG.11160,3,1,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1
STRG.11163,1,3,1,1,1,2,3,3,0,1,0,1,2,2,1,1,0,0
STRG.11162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4030.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3022.t2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_14399_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22951.t1,0,0,11,9,16,15,12,12,0,0,0,24,13,0,0,7,11,15
Pocillopora_acuta_HIv1_PredGene_g4642.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30392.t1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
Pocillopora_acuta_HIv1_PredGene_g17095.t1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9365.t1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3780.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22255.t1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27180.t1,0,0,0,4,2,3,0,1,1,0,4,0,0,1,0,2,2,0
Pocillopora_acuta_HIv1_PredGene_g4011.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27309.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.2715,146,72,74,119,54,112,75,77,98,112,67,64,107,45,15,15,61,40
STRG.2714,1,0,2,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0
STRG.2717,30,15,16,23,20,25,9,14,17,20,17,10,14,16,18,23,22,11
STRG.2716,1,1,1,1,2,3,0,0,1,1,1,3,2,1,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g31685.t1,0,0,0,0,6,0,0,6,0,0,0,0,3,5,0,0,0,0
STRG.2710,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
STRG.2713,10,0,12,9,13,0,11,0,12,16,0,8,10,9,9,17,17,0
STRG.2712,1,0,1,0,1,0,1,1,1,0,0,2,2,0,1,1,0,0
STRG.2719,14,3,8,4,6,6,4,5,6,4,6,3,4,2,3,0,3,2
STRG.2718,18,25,16,21,18,19,11,0,18,20,9,9,27,10,22,21,18,17
Pocillopora_acuta_HIv1_PredGene_g13965.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14668.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17350.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11961.t1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6
Pocillopora_acuta_HIv1_PredGene_g31217.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24183.t1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7057.t1,0,0,6,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9042.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_20105_t,0,6,0,2,0,2,1,0,3,0,0,0,0,0,2,0,0,2
Pocillopora_acuta_HIv1_PredGene_311_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25515.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16444.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.1665,73,54,62,47,54,63,77,59,56,54,53,37,49,38,52,29,44,26
Pocillopora_acuta_HIv1_PredGene_g2647.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21284.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23625.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.7293,21,0,0,0,9,13,14,0,14,12,4,10,0,12,8,0,0,0
STRG.7292,7,7,6,0,3,0,0,0,0,0,0,0,0,0,3,3,3,4
STRG.7291,74,29,53,24,53,28,40,54,42,57,52,0,48,43,0,34,34,23
STRG.7290,10,0,10,24,18,34,0,4,0,14,17,25,0,0,32,32,21,35
STRG.7297,236,125,163,92,176,126,163,177,222,146,156,159,171,181,222,169,157,105
STRG.7296,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0
STRG.7295,15,8,17,10,5,9,9,5,8,0,8,5,7,8,0,0,4,0
STRG.7294,4,10,7,7,8,7,0,9,12,3,7,8,5,5,3,3,0,0
STRG.7299,4,0,8,0,7,0,0,0,1,6,7,8,2,2,0,0,0,4
STRG.7298,32,0,24,0,25,9,26,15,22,20,16,20,15,13,16,25,20,13
Pocillopora_acuta_HIv1_PredGene_g25603.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29019.t1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g25517.t1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14788.t1,0,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8895.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28456.t1,0,0,0,12,0,7,11,0,10,0,11,5,9,0,0,0,4,6
Pocillopora_acuta_HIv1_PredGene_g11560.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_9807_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14014.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_23343_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31567.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23422.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9348.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15784.t1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24229.t1,0,6,7,12,10,8,8,11,0,9,9,8,6,6,4,0,8,6
Pocillopora_acuta_HIv1_PredGene_g11064.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11064.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16446.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32656.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21286.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23627.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4398.t1,0,0,5,0,0,0,4,0,5,5,0,5,5,0,0,2,3,5
Pocillopora_acuta_HIv1_PredGene_g21307.t1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.10128,47,24,20,23,25,25,31,20,30,30,26,23,40,30,22,19,28,0
STRG.7879,3,0,1,0,2,0,0,1,0,1,1,1,0,0,0,0,2,0
STRG.7878,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1
STRG.7877,62,41,78,55,76,64,45,40,56,47,46,43,47,41,59,49,45,41
STRG.7876,1,1,1,1,2,2,0,1,0,1,0,1,1,0,0,1,1,1
STRG.7875,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
STRG.7874,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,2,1
Pocillopora_acuta_HIv1_PredGene_g33625.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.7872,1,1,0,1,1,2,0,0,0,0,0,0,1,2,2,0,0,0
STRG.7871,4,5,2,5,3,0,0,0,0,3,4,0,4,0,5,4,3,0
STRG.7870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4723.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28454.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3149,4071,2061,2944,2127,3227,2797,3347,2942,4301,3135,3121,2679,3257,2721,2354,2834,3155,2325
STRG.3148,8,9,11,13,18,15,5,0,6,14,13,0,10,7,0,7,14,7
STRG.3147,8,4,0,1,0,15,0,0,5,3,0,0,8,2,5,4,7,3
STRG.10996,8,0,11,8,8,0,8,9,12,0,10,0,0,4,0,0,10,0
STRG.3145,4,3,2,2,0,4,0,4,2,3,0,0,4,2,2,4,2,1
STRG.3144,56,28,26,42,41,55,27,30,18,36,30,23,32,30,15,45,27,29
STRG.3143,158,54,105,74,120,65,80,7,127,88,54,93,83,16,12,14,99,13
Pocillopora_acuta_HIv1_PredGene_g33151.t1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3141,11,16,19,22,32,16,19,19,23,22,17,0,23,12,19,14,14,17
Pocillopora_acuta_HIv1_PredGene_g16025.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31942.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24220.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12781.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.1435,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.1434,6,10,10,0,12,7,10,10,7,13,0,11,10,8,14,9,7,9
Pocillopora_acuta_HIv1_PredGene_g24432.t1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
STRG.1436,2,2,0,2,0,2,0,0,0,0,1,0,2,0,0,0,0,0
STRG.1431,12,0,9,8,9,12,6,10,13,7,9,13,7,0,8,9,9,8
STRG.1430,13,0,17,14,12,14,18,18,14,0,19,14,0,14,0,11,0,13
STRG.1433,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
STRG.1432,8,9,0,0,0,12,4,10,0,0,12,0,0,8,0,0,19,8
STRG.1439,2,3,3,4,5,4,4,2,3,4,4,5,5,3,2,0,5,3
STRG.1438,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g792.t1,0,0,5,8,0,9,0,4,8,0,0,0,0,0,0,0,4,0
Pocillopora_acuta_HIv1_PredGene_g792.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27474.t1,0,0,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24266.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_22089_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20326.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32654.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2386.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13164.t1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_17025_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33516.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3619.t1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_22824_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27184.t1,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7648.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14847.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26619.t1,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0
